	NC_kit1	NC_kit2
Zotu5033	0	0
Zotu5236	0	0
Zotu5249	0	0
Zotu5332	0	0
Zotu5334	0	0
Zotu5373	0	0
Zotu5329	0	0
Zotu3859	0	0
Zotu5027	0	0
Zotu5338	0	0
Zotu5339	0	0
Zotu5348	0	0
Zotu3951	0	0
Zotu3448	0	0
Zotu3954	0	0
Zotu2341	0	0
Zotu2331	0	0
Zotu1486	0	0
Zotu4270	0	0
Zotu3220	0	0
Zotu5539	0	0
Zotu1511	0	0
Zotu1360	0	0
Zotu1916	0	0
Zotu5542	0	0
Zotu5527	0	0
Zotu5571	0	0
Zotu2308	0	0
Zotu4849	0	0
Zotu4430	0	0
Zotu4850	0	0
Zotu4412	0	0
Zotu4069	0	0
Zotu4800	0	0
Zotu3779	0	0
Zotu3776	0	0
Zotu3282	0	0
Zotu5833	0	0
Zotu5780	0	0
Zotu4207	0	0
Zotu4055	0	0
Zotu3616	0	0
Zotu5251	0	0
Zotu5248	0	0
Zotu5219	0	0
Zotu5626	0	0
Zotu5619	0	0
